journal_name,url,error_type,error_message
Journal of Science International School Bangkok,http://isjos.org/JoS/index.html,SSLError,Gagal melakukan koneksi: http://isjos.org/JoS/index.html
Jurnal Riset Kesehatan,http://ejournal.poltekkes-smg.ac.id/ojs/index.php/jrk,ReadTimeout,"HTTPSConnectionPool(host='ejournal.poltekkes-smg.ac.id', port=443): Read timed out. (read timeout=13)"
Negócios em Projeção,http://revista.faculdadeprojecao.edu.br/index.php/Projecao1,SSLError,Gagal melakukan koneksi: http://revista.faculdadeprojecao.edu.br/index.php/Projecao1
Musicology Today,https://sciendo.com/journal/muso,SSLError,Gagal melakukan koneksi: https://sciendo.com/journal/muso
Aisthema: International Journal,http://www.aisthema.eu/ojs,ReadTimeout,"HTTPConnectionPool(host='www.aisthema.eu', port=80): Read timed out. (read timeout=13)"
Doc On-Line: Revista Digital de Cinema Documentário,http://www.doc.ubi.pt/,ConnectionError,"HTTPConnectionPool(host='www.doc.ubi.pt', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x775702c1b050>: Failed to resolve 'www.doc.ubi.pt' ([Errno -3] Temporary failure in name resolution)""))"
ETD: Educação Temática Digital,http://periodicos.sbu.unicamp.br/ojs/index.php/etd,SSLError,"HTTPSConnectionPool(host='periodicos.sbu.unicamp.br', port=443): Max retries exceeded with url: /ojs/index.php/etd (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Protestantismo em Revista,http://www.est.edu.br/periodicos/index.php/nepp,ConnectionError,"HTTPConnectionPool(host='www.est.edu.br', port=80): Max retries exceeded with url: /periodicos/index.php/nepp (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x775700ccb980>: Failed to resolve 'www.est.edu.br' ([Errno -5] No address associated with hostname)""))"
PASOS Revista de Turismo y Patrimonio Cultural,http://ojs.pasosonline.org,ReadTimeout,"HTTPSConnectionPool(host='ojsull.webs.ull.es', port=443): Read timed out. (read timeout=13)"
Tennessee Libraries,http://www.tnla.org/?17,SSLError,Gagal melakukan koneksi: http://www.tnla.org/?17
"Literatura: Teoría, Historia, Crítica",http://www.revistas.unal.edu.co/index.php/lthc,SSLError,"HTTPSConnectionPool(host='www.revistas.unal.edu.co', port=443): Max retries exceeded with url: /index.php/lthc (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.revistas.unal.edu.co'. (_ssl.c:1000)"")))"
Lampejo - Revista eletrônica de filosofia,http://revistalampejo.apoenafilosofia.org/,ValueError,Body tidak ditemukan di: http://revistalampejo.apoenafilosofia.org/
Revista de Letras,https://periodicos.utfpr.edu.br/rl/index,SSLError,"HTTPSConnectionPool(host='periodicos.utfpr.edu.br', port=443): Max retries exceeded with url: /rl/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Jurnal Teknologi dan Sistem Informasi,http://teknosi.fti.unand.ac.id,ReadTimeout,"HTTPSConnectionPool(host='teknosi.fti.unand.ac.id', port=443): Read timed out. (read timeout=13)"
Beyond Words,http://journal.wima.ac.id/index.php/BW/index,ReadTimeout,"HTTPConnectionPool(host='journal.wima.ac.id', port=80): Read timed out. (read timeout=13)"
Jurnal Tarbiyatuna,http://journal.ummgl.ac.id/index.php/tarbiyatuna/index,ReadTimeout,"HTTPConnectionPool(host='journal.ummgl.ac.id', port=80): Read timed out. (read timeout=13)"
Transport Phenomena in Nano and Micro Scales,http://tpnms.usb.ac.ir/,SSLError,"HTTPSConnectionPool(host='tpnms.usb.ac.ir', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Pensamento Plural,http://pensamentoplural.ufpel.edu.br/,ValueError,Body tidak ditemukan di: http://pensamentoplural.ufpel.edu.br/
Entrelinhas,http://revistas.unisinos.br/index.php/entrelinhas,SSLError,"HTTPSConnectionPool(host='revistas.unisinos.br', port=443): Max retries exceeded with url: /index.php/entrelinhas (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Proceedings of the XXth Conference of Open Innovations Association FRUCT,http://fruct.org/publication,ValueError,Body tidak ditemukan di: http://fruct.org/publication
International Journal of Group Theory,http://ijgt.ui.ac.ir/,SSLError,"HTTPSConnectionPool(host='ijgt.ui.ac.ir', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Cadernos de Arte Pública,http://journals.ap2.pt/index.php/CAP,ReadTimeout,"HTTPSConnectionPool(host='journals.ap2.pt', port=443): Read timed out. (read timeout=13)"
"Journal of Financial Management, Markets and Institutions",https://www.worldscientific.com/worldscinet/jfmmi,SSLError,Gagal melakukan koneksi: https://www.worldscientific.com/worldscinet/jfmmi
Fertility & Reproduction,https://www.worldscientific.com/worldscinet/fandr,SSLError,Gagal melakukan koneksi: https://www.worldscientific.com/worldscinet/fandr
Journal of Clinical Rheumatology and Immunology,https://www.worldscientific.com/worldscinet/jcri,SSLError,Gagal melakukan koneksi: https://www.worldscientific.com/worldscinet/jcri
Cultura Económica,https://erevistas.uca.edu.ar/index.php/CECON/index,ReadTimeout,"HTTPSConnectionPool(host='erevistas.uca.edu.ar', port=443): Read timed out. (read timeout=13)"
DeReMa (Development Research of Management): Jurnal Manajemen,http://ojs.uph.edu/index.php/DJM,ReadTimeout,"HTTPSConnectionPool(host='ojs.uph.edu', port=443): Read timed out. (read timeout=13)"
Eurasian Crossroads,https://eurcrossrd.ru/,SSLError,"HTTPSConnectionPool(host='eurcrossrd.ru', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'eurcrossrd.ru'. (_ssl.c:1000)"")))"
Primary and Hospital Care,https://primary-hospital-care.ch/fr/,SSLError,Gagal melakukan koneksi: https://primary-hospital-care.ch/fr/
Walisongo: Jurnal Penelitian Sosial Keagamaan,http://journal.walisongo.ac.id/index.php/walisongo,SSLError,Gagal melakukan koneksi: http://journal.walisongo.ac.id/index.php/walisongo
Revista Latinoamericana de Filosofía Política,http://rlfp.org.ar,ReadTimeout,"HTTPConnectionPool(host='rlfp.org.ar', port=80): Read timed out. (read timeout=13)"
Cadernos de Campo,https://periodicos.fclar.unesp.br/cadernos/index,ReadTimeout,"HTTPSConnectionPool(host='periodicos.fclar.unesp.br', port=443): Read timed out. (read timeout=13)"
Gaceta Mexicana de Oncología,https://www.gamo-smeo.com/,ValueError,Body tidak ditemukan di: https://www.gamo-smeo.com/
Artroscopia,https://www.revistaartroscopia.com.ar,ReadTimeout,"HTTPSConnectionPool(host='www.revistaartroscopia.com.ar', port=443): Read timed out. (read timeout=13)"
Jurnal Antropologi: Isu-Isu Sosial Budaya,http://jurnalantropologi.fisip.unand.ac.id/index.php/jantro,SSLError,"HTTPSConnectionPool(host='jurnalantropologi.fisip.unand.ac.id', port=443): Max retries exceeded with url: /index.php/jantro (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Reflexão & Ação,http://online.unisc.br/seer/index.php/reflex/index,ReadTimeout,"HTTPSConnectionPool(host='online.unisc.br', port=443): Read timed out. (read timeout=13)"
Parágrafo: Revista Científica de Comunicação Social da FIAM-FAAM,http://revistaseletronicas.fiamfaam.br/index.php/recicofi,SSLError,Gagal melakukan koneksi: http://revistaseletronicas.fiamfaam.br/index.php/recicofi
Journal of Perspectives in Applied Academic Practice,http://jpaap.napier.ac.uk/index.php/JPAAP,SSLError,"HTTPSConnectionPool(host='jpaap.napier.ac.uk', port=443): Max retries exceeded with url: /index.php/JPAAP (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)')))"
Revista Desenvolvimento Socioeconômico em Debate,http://periodicos.unesc.net/index.php/RDSD,ReadTimeout,"HTTPSConnectionPool(host='periodicos.unesc.net', port=443): Read timed out. (read timeout=13)"
Íslenska þjóðfélagið: The Icelandic Society,http://www.thjodfelagid.is,ReadTimeout,"HTTPSConnectionPool(host='ojs.hi.is', port=443): Read timed out. (read timeout=13)"
Acta Agronómica,http://www.revistas.unal.edu.co/index.php/acta_agronomica/index,SSLError,"HTTPSConnectionPool(host='www.revistas.unal.edu.co', port=443): Max retries exceeded with url: /index.php/acta_agronomica/index (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.revistas.unal.edu.co'. (_ssl.c:1000)"")))"
Journal of the Indonesian Tropical Animal Agriculture,http://ejournal.undip.ac.id/index.php/jitaa,ReadTimeout,"HTTPConnectionPool(host='ejournal.undip.ac.id', port=80): Read timed out. (read timeout=13)"
"Infomatek: Jurnal Informatika, Manajemen dan Teknologi",https://journal.unpas.ac.id/index.php/infomatek,SSLError,"HTTPSConnectionPool(host='journal.unpas.ac.id', port=443): Max retries exceeded with url: /index.php/infomatek (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Jurnal Sosiologi Reflektif,http://ejournal.uin-suka.ac.id/isoshum/sosiologireflektif,SSLError,"HTTPSConnectionPool(host='ejournal.uin-suka.ac.id', port=443): Max retries exceeded with url: /isoshum/sosiologireflektif (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Journal of Water Science & Environment Technologies,http://revues.imist.ma/?journal=JOWSET,SSLError,"HTTPSConnectionPool(host='revues.imist.ma', port=443): Max retries exceeded with url: /?journal=JOWSET (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Exlibris,http://revistas.filo.uba.ar/index.php/exlibris,ReadTimeout,"HTTPConnectionPool(host='revistas.filo.uba.ar', port=80): Read timed out. (read timeout=13)"
Journal of Information Science Theory and Practice,http://www.jistap.org/,ValueError,Body tidak ditemukan di: http://www.jistap.org/
Studia z Geografii Politycznej i Historycznej,https://wydawnictwo.uni.lodz.pl/redakcje-czasopism/studia-z-geografii-politycznej-i-historycznejstudies-in-political-and-historical-geography/,ConnectTimeout,"HTTPSConnectionPool(host='wydawnictwo.uni.lodz.pl', port=443): Max retries exceeded with url: /redakcje-czasopism/studia-z-geografii-politycznej-i-historycznejstudies-in-political-and-historical-geography/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7756e6d0b590>, 'Connection to wydawnictwo.uni.lodz.pl timed out. (connect timeout=13)'))"
Fronteiras,https://periodicos.uffs.edu.br/index.php/FRCH,SSLError,Gagal melakukan koneksi: https://periodicos.uffs.edu.br/index.php/FRCH
Kom: Časopis za Religijske Nauke,http://scindeks.ceon.rs/journalDetails.aspx?issn=2334-6396&lang=en,ReadTimeout,"HTTPConnectionPool(host='scindeks.ceon.rs', port=80): Read timed out. (read timeout=13)"
Sustentabilidade em Debate,https://periodicos.unb.br/index.php/sust/index,ConnectionError,"HTTPSConnectionPool(host='periodicos.unb.br', port=443): Max retries exceeded with url: /index.php/sust/index (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7756e69688c0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
Asian-Australasian Journal of Animal Sciences,https://www.ajas.info/,SSLError,"HTTPSConnectionPool(host='www.ajas.info', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)')))"
Formação,http://revista.fct.unesp.br/index.php/formacao/index,ReadTimeout,"HTTPSConnectionPool(host='revista.fct.unesp.br', port=443): Read timed out. (read timeout=13)"
James Baldwin Review,https://www.manchesteropenhive.com/view/journals/jbr/jbr-overview.xml,ConnectionError,"HTTPSConnectionPool(host='www.manchesteropenhive.com', port=443): Max retries exceeded with url: /view/journals/jbr/jbr-overview.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7756e577c830>: Failed to resolve 'www.manchesteropenhive.com' ([Errno -3] Temporary failure in name resolution)""))"
Revista Catalana de Dret Públic,http://revistes.eapc.gencat.cat/index.php/rcdp/index,SSLError,"HTTPSConnectionPool(host='revistes.eapc.gencat.cat', port=443): Max retries exceeded with url: /index.php/rcdp/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Cogito Smart Journal,http://cogito.unklab.ac.id/index.php/cogito,SSLError,"HTTPSConnectionPool(host='cogito.unklab.ac.id', port=443): Max retries exceeded with url: /index.php/cogito (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Tempus,http://aprendeenlinea.udea.edu.co/revistas/index.php/tempus/index,ConnectionError,"HTTPConnectionPool(host='aprendeenlinea.udea.edu.co', port=80): Max retries exceeded with url: /revistas/index.php/tempus/index (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x7756e4bcde80>: Failed to resolve 'aprendeenlinea.udea.edu.co' ([Errno -3] Temporary failure in name resolution)""))"
Gestión y Ambiente,http://www.revistas.unal.edu.co/index.php/gestion,SSLError,"HTTPSConnectionPool(host='www.revistas.unal.edu.co', port=443): Max retries exceeded with url: /index.php/gestion (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.revistas.unal.edu.co'. (_ssl.c:1000)"")))"
Bajo Palabra,http://revistas.uam.es/bajopalabra,ReadTimeout,"HTTPSConnectionPool(host='revistas.uam.es', port=443): Read timed out. (read timeout=13)"
Revista Brasileira de Políticas Públicas,http://www.publicacoesacademicas.uniceub.br/index.php/RBPP,SSLError,"HTTPSConnectionPool(host='www.publicacoesacademicas.uniceub.br', port=443): Max retries exceeded with url: /index.php/RBPP (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)')))"
Osvìtnìj Prostìr Ukraïni,http://journals.pu.if.ua/index.php/esu/index,SSLError,Gagal melakukan koneksi: http://journals.pu.if.ua/index.php/esu/index
Desde el Jardín de Freud,http://www.revistas.unal.edu.co/index.php/jardin,SSLError,"HTTPSConnectionPool(host='www.revistas.unal.edu.co', port=443): Max retries exceeded with url: /index.php/jardin (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.revistas.unal.edu.co'. (_ssl.c:1000)"")))"
Aktualʹnì Problemi Rozvitku Ekonomìki Regìonu,http://journals.pu.if.ua/index.php/aprde,SSLError,Gagal melakukan koneksi: http://journals.pu.if.ua/index.php/aprde
Qanun Medika: Jurnal Kedokteran Fakultas Kedokteran Universitas Muhammadiyah Surabaya,http://journal.um-surabaya.ac.id/index.php/qanunmedika/index,ReadTimeout,"HTTPSConnectionPool(host='journal.um-surabaya.ac.id', port=443): Read timed out. (read timeout=13)"
اقتصاد باثبات و توسعه پایدار,https://sedj.usb.ac.ir/?lang=en,SSLError,"HTTPSConnectionPool(host='sedj.usb.ac.ir', port=443): Max retries exceeded with url: /?lang=en (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Revista Iberoamericana do Patrimônio Histórico-Educativo,http://ojs.fe.unicamp.br/index.php/RIDPHE-R,SSLError,"HTTPSConnectionPool(host='econtents.bc.unicamp.br', port=443): Max retries exceeded with url: /inpec/index.php/ridphe (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Cadernos de Tradução,https://periodicos.ufsc.br/index.php/traducao/index,ReadTimeout,"HTTPSConnectionPool(host='periodicos.ufsc.br', port=443): Read timed out. (read timeout=13)"
Jurnal Ners dan Kebidanan Indonesia,http://ejournal.almaata.ac.id/index.php/JNKI/index,ReadTimeout,"HTTPConnectionPool(host='ejournal.almaata.ac.id', port=80): Read timed out. (read timeout=13)"
Heródoto,http://www.herodoto.unifesp.br,ConnectionError,"('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))"
IJID (International Journal on Informatics for Development),http://ejournal.uin-suka.ac.id/saintek/ijid,SSLError,"HTTPSConnectionPool(host='ejournal.uin-suka.ac.id', port=443): Max retries exceeded with url: /saintek/ijid (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Jurnal Tadris Matematika,http://ejournal.iain-tulungagung.ac.id/index.php/jtm/index,TooManyRedirects,Exceeded 30 redirects.
Signo y Seña,http://revistascientificas.filo.uba.ar/index.php/sys,ReadTimeout,"HTTPConnectionPool(host='revistascientificas.filo.uba.ar', port=80): Read timed out. (read timeout=13)"
Junal Kebidanan Dan Keperawatan Aisyiyah,https://ejournal.unisayogya.ac.id/ejournal/index.php/jkk/index,SSLError,Gagal melakukan koneksi: https://ejournal.unisayogya.ac.id/ejournal/index.php/jkk/index
Disease Models & Mechanisms,https://journals.biologists.com/dmm,SSLError,Gagal melakukan koneksi: https://journals.biologists.com/dmm
Komuniti,http://journals.ums.ac.id/index.php/komuniti/index,SSLError,"HTTPSConnectionPool(host='journals.ums.ac.id', port=443): Max retries exceeded with url: /index.php/komuniti/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Acta Biológica Colombiana,http://www.revistas.unal.edu.co/index.php/actabiol,SSLError,"HTTPSConnectionPool(host='www.revistas.unal.edu.co', port=443): Max retries exceeded with url: /index.php/actabiol (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.revistas.unal.edu.co'. (_ssl.c:1000)"")))"
Cartografías del Sur,http://cartografiasdelsur.undav.edu.ar/,SSLError,"HTTPSConnectionPool(host='cartografiasdelsur.undav.edu.ar', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Revista Prevenção de Infecção e Saúde,http://www.ojs.ufpi.br/index.php/nupcis,SSLError,"HTTPSConnectionPool(host='www.ojs.ufpi.br', port=443): Max retries exceeded with url: /index.php/nupcis (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ojs.ufpi.br'. (_ssl.c:1000)"")))"
Revista CIS,http://revistacis.techo.org/index.php/Journal,SSLError,Gagal melakukan koneksi: http://revistacis.techo.org/index.php/Journal
Didacticae,http://revistes.ub.edu/index.php/didacticae/,ReadTimeout,"HTTPSConnectionPool(host='revistes.ub.edu', port=443): Read timed out. (read timeout=13)"
Jurnal Teknologi Pertanian,http://jtp.ub.ac.id/index.php/jtp,SSLError,Gagal melakukan koneksi: http://jtp.ub.ac.id/index.php/jtp
ITB Journal of Engineering Science,http://journals.itb.ac.id/index.php/jets/index,SSLError,"HTTPSConnectionPool(host='journals.itb.ac.id', port=443): Max retries exceeded with url: /index.php/jets/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Kinestetik,https://ejournal.unib.ac.id/index.php/kinestetik/index,SSLError,"HTTPSConnectionPool(host='ejournal.unib.ac.id', port=443): Max retries exceeded with url: /index.php/kinestetik/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
"Vigilância Sanitária em Debate: Sociedade, Ciência & Tecnologia",https://visaemdebate.incqs.fiocruz.br/index.php/visaemdebate/index,SSLError,Gagal melakukan koneksi: https://visaemdebate.incqs.fiocruz.br/index.php/visaemdebate/index
Journal of Exercise Rehabilitation,https://www.e-jer.org/,ValueError,Body tidak ditemukan di: https://www.e-jer.org/
JNPM (Jurnal Nasional Pendidikan Matematika),http://jurnal.ugj.ac.id/index.php/JNPM/index,SSLError,Gagal melakukan koneksi: http://jurnal.ugj.ac.id/index.php/JNPM/index
پژوهش های تاریخی,http://jhr.ui.ac.ir/?lang=en,SSLError,"HTTPSConnectionPool(host='jhr.ui.ac.ir', port=443): Max retries exceeded with url: /?lang=en (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
The Beacon: Journal for Studying Ideologies and Mental Dimensions,https://thebeacon.ru/,SSLError,"HTTPSConnectionPool(host='thebeacon.ru', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'thebeacon.ru'. (_ssl.c:1000)"")))"
Надежность и качество сложных систем,https://nkss_eng.pnzgu.ru/,SSLError,"HTTPSConnectionPool(host='nkss_eng.pnzgu.ru', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'nkss_eng.pnzgu.ru'. (_ssl.c:1000)"")))"
Journal of Pure and Applied Chemistry Research,http://www.jpacr.ub.ac.id/index.php/jpacr,SSLError,"HTTPSConnectionPool(host='www.jpacr.ub.ac.id', port=443): Max retries exceeded with url: /index.php/jpacr (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1000)')))"
Tarbawi,https://ejournal.iainkerinci.ac.id/index.php/tarbawi,ReadTimeout,"HTTPSConnectionPool(host='ejournal.iainkerinci.ac.id', port=443): Read timed out. (read timeout=13)"
Iranian Journal of Colorectal Research,https://colorectalresearch.sums.ac.ir/,SSLError,"HTTPSConnectionPool(host='colorectalresearch.sums.ac.ir', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Palabra Clave [La Plata],https://www.palabraclave.fahce.unlp.edu.ar/,ReadTimeout,"HTTPSConnectionPool(host='www.palabraclave.fahce.unlp.edu.ar', port=443): Read timed out. (read timeout=13)"
Jurnal Manajemen Dan Kewirausahaan,http://jurnal.unmer.ac.id/index.php/jmdk/index,ConnectionError,"HTTPConnectionPool(host='jurnal.unmer.ac.id', port=80): Max retries exceeded with url: /index.php/jmdk/index (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x7756e09b17f0>: Failed to resolve 'jurnal.unmer.ac.id' ([Errno -5] No address associated with hostname)""))"
Vojnosanitetski Pregled,http://www.doiserbia.nb.rs/journal.aspx?issn=0042-8450,SSLError,"HTTPSConnectionPool(host='www.doiserbia.nb.rs', port=443): Max retries exceeded with url: /journal.aspx?issn=0042-8450 (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.doiserbia.nb.rs'. (_ssl.c:1000)"")))"
Revista Internacional de Educação e Saúde,https://www5.bahiana.edu.br/index.php/educacao/index,ReadTimeout,"HTTPSConnectionPool(host='www5.bahiana.edu.br', port=443): Read timed out. (read timeout=13)"
CINEJ Cinema Journal,http://cinej.pitt.edu/,ValueError,Body tidak ditemukan di: http://cinej.pitt.edu/
Research Journal of Life Science,http://rjls.ub.ac.id/index.php/rjls,SSLError,Gagal melakukan koneksi: http://rjls.ub.ac.id/index.php/rjls
Cadernos do Desenvolvimento Fluminense,http://www.e-publicacoes.uerj.br/index.php/cdf,SSLError,Gagal melakukan koneksi: http://www.e-publicacoes.uerj.br/index.php/cdf
Mandala of Health,http://jos.unsoed.ac.id/index.php/mandala/index,SSLError,"HTTPSConnectionPool(host='jos.unsoed.ac.id', port=443): Max retries exceeded with url: /index.php/mandala/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Opuscula Mathematica,http://www.opuscula.agh.edu.pl/,SSLError,"HTTPSConnectionPool(host='www.opuscula.agh.edu.pl', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Biosfer: Jurnal Biologi dan Pendidikan Biologi,https://journal.unpas.ac.id/index.php/biosfer,SSLError,"HTTPSConnectionPool(host='journal.unpas.ac.id', port=443): Max retries exceeded with url: /index.php/biosfer (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Revista Brasileira em Promoção da Saúde,http://periodicos.unifor.br/RBPS/index,ConnectionError,"HTTPConnectionPool(host='periodicos.unifor.br', port=80): Max retries exceeded with url: /RBPS/index (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x7756dfa8c980>: Failed to resolve 'periodicos.unifor.br' ([Errno -3] Temporary failure in name resolution)""))"
Revista Médica Clínica Las Condes,https://www.journals.elsevier.com/revista-medica-clinica-las-condes,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/revista-medica-clinica-las-condes
Nordic Concrete Research,https://sciendo.com/journal/ncr,SSLError,Gagal melakukan koneksi: https://sciendo.com/journal/ncr
Kritisk Juss,https://www.idunn.no/kritisk_juss,SSLError,Gagal melakukan koneksi: https://www.idunn.no/kritisk_juss
Collegium Medievale,http://ojs.novus.no/index.php/CM/index,ReadTimeout,"HTTPSConnectionPool(host='ojs.novus.no', port=443): Read timed out. (read timeout=13)"
Jurnal Manusia dan Lingkungan,https://jurnal.ugm.ac.id/jml,ReadTimeout,"HTTPSConnectionPool(host='jurnal.ugm.ac.id', port=443): Read timed out. (read timeout=13)"
Jurnal Ilmiah Lingua Idea,http://jos.unsoed.ac.id/index.php/jli/index,SSLError,"HTTPSConnectionPool(host='jos.unsoed.ac.id', port=443): Max retries exceeded with url: /index.php/jli/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Genomics,https://www.journals.elsevier.com/genomics,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/genomics
