journal_name,url,error_type,error_message
Jurnal Ilmu dan Teknologi Hasil Ternak,http://jitek.ub.ac.id/index.php/jitek,SSLError,Gagal melakukan koneksi: http://jitek.ub.ac.id/index.php/jitek
Revista Cuestiones Económicas,https://estudioseconomicos.bce.fin.ec/index.php/RevistaCE/,ConnectTimeout,"HTTPSConnectionPool(host='estudioseconomicos.bce.fin.ec', port=443): Max retries exceeded with url: /index.php/RevistaCE/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7756cbe13200>, 'Connection to estudioseconomicos.bce.fin.ec timed out. (connect timeout=13)'))"
Vox Patrum,http://www.voxpatrum.pl,ReadTimeout,"HTTPSConnectionPool(host='czasopisma.kul.pl', port=443): Read timed out. (read timeout=13)"
International Journal of Pharmacy & Integrated Health Sciences,https://ijpihs.pk/index.php/IJPIHS/index,ReadTimeout,"HTTPSConnectionPool(host='ijpihs.pk', port=443): Read timed out. (read timeout=13)"
Kvalita Inovácia Prosperita,https://www.qip-journal.eu/index.php/QIP,ReadTimeout,"HTTPSConnectionPool(host='www.qip-journal.eu', port=443): Read timed out. (read timeout=13)"
Islamic Communication Journal,https://journal.walisongo.ac.id/index.php/icj,SSLError,Gagal melakukan koneksi: https://journal.walisongo.ac.id/index.php/icj
Nordic Journal of Criminology,https://www.idunn.no/journal/njc,SSLError,Gagal melakukan koneksi: https://www.idunn.no/journal/njc
Al-Manhaj,https://ejournal.insuriponorogo.ac.id/index.php/almanhaj,ReadTimeout,"HTTPSConnectionPool(host='ejournal.insuriponorogo.ac.id', port=443): Read timed out. (read timeout=13)"
أنساق,https://journals.qu.edu.qa/index.php/ANSQ,SSLError,"HTTPSConnectionPool(host='journals.qu.edu.qa', port=443): Max retries exceeded with url: /index.php/ANSQ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Sustainable Environment,https://www.tandfonline.com/journals/oaes21,SSLError,Gagal melakukan koneksi: https://www.tandfonline.com/journals/oaes21
Punto Sur,http://revistascientificas.filo.uba.ar/index.php/RPS/index,ReadTimeout,"HTTPConnectionPool(host='revistascientificas.filo.uba.ar', port=80): Read timed out. (read timeout=13)"
Revista Colombiana de Ciencias Pecuarias,https://revistas.udea.edu.co/index.php/rccp,ConnectionError,"HTTPSConnectionPool(host='revistas.udea.edu.co', port=443): Max retries exceeded with url: /index.php/rccp (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7756bc3a36b0>: Failed to resolve 'revistas.udea.edu.co' ([Errno -3] Temporary failure in name resolution)""))"
Estudios Políticos,https://revistas.udea.edu.co/index.php/estudiospoliticos,ConnectTimeout,"HTTPSConnectionPool(host='revistas.udea.edu.co', port=443): Max retries exceeded with url: /index.php/estudiospoliticos (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7756bc3a35c0>, 'Connection to revistas.udea.edu.co timed out. (connect timeout=13)'))"
Journal of Applied Life Sciences and Environment,https://jurnalalse.com/,SSLError,"HTTPSConnectionPool(host='jurnalalse.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)')))"
Revista Interamericana de Bibliotecología,https://revistas.udea.edu.co/index.php/RIB,ConnectTimeout,"HTTPSConnectionPool(host='revistas.udea.edu.co', port=443): Max retries exceeded with url: /index.php/RIB (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7756bc071eb0>, 'Connection to revistas.udea.edu.co timed out. (connect timeout=13)'))"
Uni-pluriversidad,https://revistas.udea.edu.co/index.php/unip,ConnectTimeout,"HTTPSConnectionPool(host='revistas.udea.edu.co', port=443): Max retries exceeded with url: /index.php/unip (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7756bc35f410>, 'Connection to revistas.udea.edu.co timed out. (connect timeout=13)'))"
Palabra y Razón,https://revistapyr.ucm.cl/,ReadTimeout,"HTTPSConnectionPool(host='revistapyr.ucm.cl', port=443): Read timed out. (read timeout=13)"
Zeitschrift für Medizinische Physik,https://www.sciencedirect.com/journal/zeitschrift-fur-medizinische-physik,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/zeitschrift-fur-medizinische-physik
Religionsvidenskabeligt Tidsskrift,https://tidsskrift.dk/rvt/index,ReadTimeout,"HTTPSConnectionPool(host='tidsskrift.dk', port=443): Read timed out. (read timeout=13)"
Citra Delima,http://jurnalilmiah.ici.ac.id/index.php/JI,ReadTimeout,"HTTPSConnectionPool(host='jurnalilmiah.ici.ac.id', port=443): Read timed out. (read timeout=13)"
Revista Ciencias Pedagógicas e Innovación,https://incyt.upse.edu.ec/pedagogia/revistas/index.php/rcpi,SSLError,"HTTPSConnectionPool(host='incyt.upse.edu.ec', port=443): Max retries exceeded with url: /pedagogia/revistas/index.php/rcpi (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Architecture Image Studies Scientific Journal,https://journals.ap2.pt/index.php/AIS/index,ReadTimeout,"HTTPSConnectionPool(host='journals.ap2.pt', port=443): Read timed out. (read timeout=13)"
Educación Física y Deporte,https://revistas.udea.edu.co/index.php/educacionfisicaydeporte,ConnectTimeout,"HTTPSConnectionPool(host='revistas.udea.edu.co', port=443): Max retries exceeded with url: /index.php/educacionfisicaydeporte (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7756b61c2990>, 'Connection to revistas.udea.edu.co timed out. (connect timeout=13)'))"
Frontiers of Agricultural Science and Engineering,https://journal.hep.com.cn/fase,ValueError,Body tidak ditemukan di: https://journal.hep.com.cn/fase
Sustainable Manufacturing and Service Economics,https://www.sciencedirect.com/journal/sustainable-manufacturing-and-service-economics,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/sustainable-manufacturing-and-service-economics
Atención Primaria Práctica,https://www.sciencedirect.com/journal/atencion-primaria-practica,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/atencion-primaria-practica
Computers & Education: X Reality,https://www.sciencedirect.com/journal/computers-and-education-x-reality,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/computers-and-education-x-reality
Infectious Medicine,https://www.journals.elsevier.com/infectious-medicine,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/infectious-medicine
Design and Technology Education,https://openjournals.ljmu.ac.uk/DATE/index,SSLError,Gagal melakukan koneksi: https://openjournals.ljmu.ac.uk/DATE/index
Chip,https://www.sciencedirect.com/journal/chip,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/chip
Ocean-Land-Atmosphere Research,https://spj.science.org/journal/olar,SSLError,Gagal melakukan koneksi: https://spj.science.org/journal/olar
Technologia i Automatyzacja Montażu,https://journals.prz.edu.pl/tiam,ReadTimeout,"HTTPSConnectionPool(host='journals.prz.edu.pl', port=443): Read timed out. (read timeout=13)"
EJC Paediatric Oncology,https://www.sciencedirect.com/journal/ejc-paediatric-oncology,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/ejc-paediatric-oncology
Asia Pacific,https://sujo.usindh.edu.pk/index.php/ASIA-PACIFIC,ReadTimeout,"HTTPSConnectionPool(host='sujo.usindh.edu.pk', port=443): Read timed out. (read timeout=13)"
IPEM-Translation,https://www.sciencedirect.com/journal/ipem-translation,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/ipem-translation
Human Factors in Healthcare,https://www.sciencedirect.com/journal/human-factors-in-healthcare,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/human-factors-in-healthcare
Journal of Alloys and Metallurgical Systems,https://www.sciencedirect.com/journal/journal-of-alloys-and-metallurgical-systems,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/journal-of-alloys-and-metallurgical-systems
Child Education Journal,https://journal2.unusa.ac.id/index.php/CEJ,SSLError,"HTTPSConnectionPool(host='journal2.unusa.ac.id', port=443): Max retries exceeded with url: /index.php/CEJ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Community Development Journal,https://journal2.unusa.ac.id/index.php/CDJ,SSLError,"HTTPSConnectionPool(host='journal2.unusa.ac.id', port=443): Max retries exceeded with url: /index.php/CDJ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Journal of Islamic Civilization,https://journal2.unusa.ac.id/index.php/JIC,SSLError,"HTTPSConnectionPool(host='journal2.unusa.ac.id', port=443): Max retries exceeded with url: /index.php/JIC (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Accounting and Management Journal,https://journal2.unusa.ac.id/index.php/AMJ,SSLError,"HTTPSConnectionPool(host='journal2.unusa.ac.id', port=443): Max retries exceeded with url: /index.php/AMJ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Medical and Health Science Journal,https://journal2.unusa.ac.id/index.php/MHSJ/index,SSLError,"HTTPSConnectionPool(host='journal2.unusa.ac.id', port=443): Max retries exceeded with url: /index.php/MHSJ/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Genetics in Medicine Open,https://www.sciencedirect.com/journal/genetics-in-medicine-open,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/genetics-in-medicine-open
Green Analytical Chemistry,https://www.sciencedirect.com/journal/green-analytical-chemistry,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/green-analytical-chemistry
Sawwa: Jurnal Studi Gender,https://journal.walisongo.ac.id/index.php/sawwa,SSLError,Gagal melakukan koneksi: https://journal.walisongo.ac.id/index.php/sawwa
Studies in English Language and Education,https://jurnal.usk.ac.id/SiELE,SSLError,"HTTPSConnectionPool(host='jurnal.usk.ac.id', port=443): Max retries exceeded with url: /SiELE (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Jurnal Mekanik Terapan,https://jurnal.pnj.ac.id/index.php/jmt,SSLError,Gagal melakukan koneksi: https://jurnal.pnj.ac.id/index.php/jmt
Revista Historia Autónoma,https://revistas.uam.es/historiaautonoma,ReadTimeout,"HTTPSConnectionPool(host='revistas.uam.es', port=443): Read timed out. (read timeout=13)"
Kalijaga Journal of Communication,https://ejournal.uin-suka.ac.id/dakwah/kjc,SSLError,"HTTPSConnectionPool(host='ejournal.uin-suka.ac.id', port=443): Max retries exceeded with url: /dakwah/kjc (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Thariqah Ilmiah,http://jurnal.iain-padangsidimpuan.ac.id/index.php/TI,SSLError,"HTTPSConnectionPool(host='jurnal.iain-padangsidimpuan.ac.id', port=443): Max retries exceeded with url: /index.php/TI (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)')))"
Journal of the Pakistan Medical Association,https://ojs.jpma.org.pk/index.php/public_html/index,ReadTimeout,"HTTPSConnectionPool(host='jpma.org.pk', port=443): Read timed out. (read timeout=13)"
Eco-Environment & Health,https://www.sciencedirect.com/journal/eco-environment-and-health,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/eco-environment-and-health
Green Energy and Resources,https://www.sciencedirect.com/journal/green-energy-and-resources,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/green-energy-and-resources
Tetrahedron Green Chem,https://www.sciencedirect.com/journal/tetrahedron-green-chem,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/tetrahedron-green-chem
Plant Nano Biology,https://www.sciencedirect.com/journal/plant-nano-biology,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/plant-nano-biology
Journal of Tropical Life Science,http://www.jtrolis.ub.ac.id,SSLError,"HTTPSConnectionPool(host='www.jtrolis.ub.ac.id', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1000)')))"
Nordic Journal of Social Research,https://www.idunn.no/journal/njsr,SSLError,Gagal melakukan koneksi: https://www.idunn.no/journal/njsr
"JSES Reviews, Reports, and Techniques",https://www.journals.elsevier.com/jses-reviews-reports-and-techniques/,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/jses-reviews-reports-and-techniques/
VideoGIE,https://www.sciencedirect.com/journal/videogie,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/videogie
BJA Open,https://www.sciencedirect.com/journal/bja-open,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/bja-open
Global Epidemiology,https://www.sciencedirect.com/journal/global-epidemiology,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/global-epidemiology
Health Policy Open,https://www.journals.elsevier.com/health-policy-open,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/health-policy-open
Journal of Molecular and Cellular Cardiology Plus,https://www.sciencedirect.com/journal/journal-of-molecular-and-cellular-cardiology-plus,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/journal-of-molecular-and-cellular-cardiology-plus
Salāmat-i ijtimā̒ī,https://journals.sbmu.ac.ir/ch/index.php/ch/index,SSLError,"HTTPSConnectionPool(host='journals.sbmu.ac.ir', port=443): Max retries exceeded with url: /ch/index.php/ch/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Philippine E-Journal for Applied Research and Development,https://pejard.slu.edu.ph/articles.html,ConnectionError,"HTTPSConnectionPool(host='pejard.slu.edu.ph', port=443): Max retries exceeded with url: /articles.html (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7756a9e516d0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
Experimental Lung Research,https://www.tandfonline.com/journals/ielu20,SSLError,Gagal melakukan koneksi: https://www.tandfonline.com/journals/ielu20
Journal of Information Sciences,https://revues.imist.ma/index.php/JIS/,SSLError,"HTTPSConnectionPool(host='revues.imist.ma', port=443): Max retries exceeded with url: /index.php/JIS/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Biuletyn Polskiej Misji Historycznej,http://apcz.umk.pl/czasopisma//index.php/BPMH/index,ReadTimeout,"HTTPSConnectionPool(host='apcz.umk.pl', port=443): Read timed out. (read timeout=13)"
تجسير,https://journals.qu.edu.qa/index.php/tajseer,SSLError,"HTTPSConnectionPool(host='journals.qu.edu.qa', port=443): Max retries exceeded with url: /index.php/tajseer (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
International Review of Law,https://journals.qu.edu.qa/index.php/IRL,SSLError,"HTTPSConnectionPool(host='journals.qu.edu.qa', port=443): Max retries exceeded with url: /index.php/IRL (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
مجلة العلوم التربوية,https://journals.qu.edu.qa/index.php/jes,SSLError,"HTTPSConnectionPool(host='journals.qu.edu.qa', port=443): Max retries exceeded with url: /index.php/jes (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Journal of Geophysics and Engineering,https://academic.oup.com/jge,SSLError,Gagal melakukan koneksi: https://academic.oup.com/jge
Sungkyun Journal of East Asian Studies,https://read.dukeupress.edu/sungkyun-journal-of-east-asian-studies,SSLError,Gagal melakukan koneksi: https://read.dukeupress.edu/sungkyun-journal-of-east-asian-studies
National Science Review,https://academic.oup.com/nsr,SSLError,Gagal melakukan koneksi: https://academic.oup.com/nsr
Progress of Theoretical and Experimental Physics,https://academic.oup.com/ptep,SSLError,Gagal melakukan koneksi: https://academic.oup.com/ptep
Revista Geográfica de América Central,http://www.revistas.una.ac.cr/index.php/geografica,ConnectionError,"HTTPConnectionPool(host='www.revistas.una.ac.cr', port=80): Max retries exceeded with url: /index.php/geografica (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x7756a8913080>: Failed to resolve 'www.revistas.una.ac.cr' ([Errno -3] Temporary failure in name resolution)""))"
中国工程科学,http://www.engineering.org.cn/ch/journal/sscae,ConnectTimeout,"HTTPSConnectionPool(host='www.engineering.org.cn', port=443): Max retries exceeded with url: /ch/journal/sscae (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7756a87fd0d0>, 'Connection to www.engineering.org.cn timed out. (connect timeout=13)'))"
Revista Relaciones Internacionales,http://www.revistas.una.ac.cr/index.php/ri/index,ConnectionError,"HTTPConnectionPool(host='www.revistas.una.ac.cr', port=80): Max retries exceeded with url: /index.php/ri/index (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x7756a868a300>: Failed to resolve 'www.revistas.una.ac.cr' ([Errno -3] Temporary failure in name resolution)""))"
Детские чтения,https://detskie-chtenia.ru/index.php/journal/index,SSLError,"HTTPSConnectionPool(host='detskie-chtenia.ru', port=443): Max retries exceeded with url: /index.php/journal/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)')))"
RDBCI: Revista Digital de Biblioteconomia e Ciência da Informação,https://periodicos.sbu.unicamp.br/ojs/index.php/rdbci/,SSLError,"HTTPSConnectionPool(host='periodicos.sbu.unicamp.br', port=443): Max retries exceeded with url: /ojs/index.php/rdbci/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
JACC: Asia,https://www.sciencedirect.com/journal/jacc-asia,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/jacc-asia
JAMA Health Forum,https://jamanetwork.com/journals/jama-health-forum,SSLError,Gagal melakukan koneksi: https://jamanetwork.com/journals/jama-health-forum
Polilog: Studia Neofilologiczne,https://polilog.pl/,ReadTimeout,"HTTPSConnectionPool(host='polilog.pl', port=443): Read timed out. (read timeout=13)"
Journal of ASEAN Studies,https://journal.binus.ac.id/index.php/jas,ReadTimeout,"HTTPSConnectionPool(host='journal.binus.ac.id', port=443): Read timed out. (read timeout=13)"
Cancer Research Communications,https://aacrjournals.org/cancerrescommun,SSLError,Gagal melakukan koneksi: https://aacrjournals.org/cancerrescommun
Convergencia,https://convergencia.uaemex.mx,SSLError,"HTTPSConnectionPool(host='convergencia.uaemex.mx', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Urbanism. Arhitectura. Constructii,http://uac.incd.ro/EN/index.htm,ValueError,Body tidak ditemukan di: http://uac.incd.ro/EN/index.htm
Oxford Open Neuroscience,https://academic.oup.com/oons,SSLError,Gagal melakukan koneksi: https://academic.oup.com/oons
BAR: Brazilian Administration Review,https://bar.anpad.org.br/index.php/bar,SSLError,"HTTPSConnectionPool(host='bar.anpad.org.br', port=443): Max retries exceeded with url: /index.php/bar (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
PanAfrican Journal of Governance and Development,http://journals.ju.edu.et/index.php/panjogov/index,SSLError,"HTTPSConnectionPool(host='journals.ju.edu.et', port=443): Max retries exceeded with url: /index.php/panjogov/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Al-Mutsla: Jurnal Ilmu-Ilmu Keislaman dan Kemasyarakatan,https://jurnal.stainmajene.ac.id/index.php/almutsla/,ConnectTimeout,"HTTPSConnectionPool(host='jurnal.stainmajene.ac.id', port=443): Max retries exceeded with url: /index.php/almutsla/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7756a64a3a40>, 'Connection to jurnal.stainmajene.ac.id timed out. (connect timeout=13)'))"
La Granja: Revista de Ciencias de la Vida,http://revistas.ups.edu.ec/index.php/granja,ReadTimeout,"HTTPConnectionPool(host='revistas.ups.edu.ec', port=80): Read timed out. (read timeout=13)"
Ingenius: Revista de Ciencia y Tecnología,http://revistas.ups.edu.ec/index.php/ingenius,ReadTimeout,"HTTPConnectionPool(host='revistas.ups.edu.ec', port=80): Read timed out. (read timeout=13)"
Retos: Revista de Ciencias de la Administración y Economía,http://revistas.ups.edu.ec/index.php/retos,ReadTimeout,"HTTPConnectionPool(host='revistas.ups.edu.ec', port=80): Read timed out. (read timeout=13)"
Sophía: Colección de Filosofía de la Educación,https://sophia.ups.edu.ec/index.php/sophia/,ConnectionError,"HTTPSConnectionPool(host='sophia.ups.edu.ec', port=443): Max retries exceeded with url: /index.php/sophia/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7756a647d8e0>: Failed to establish a new connection: [Errno 111] Connection refused'))"
Alteridad : Revista de Educación,http://alteridad.ups.edu.ec/,ReadTimeout,"HTTPConnectionPool(host='alteridad.ups.edu.ec', port=80): Read timed out. (read timeout=13)"
Ius Inkarri,http://revistas.urp.edu.pe/index.php/Inkarri/index,ReadTimeout,"HTTPConnectionPool(host='revistas.urp.edu.pe', port=80): Read timed out. (read timeout=13)"
Ethiopian Journal of Health and Biomedical Sciences,https://journal.uog.edu.et/index.php/EJHBS,ReadTimeout,"HTTPSConnectionPool(host='journal.uog.edu.et', port=443): Read timed out. (read timeout=13)"
Jurnal Ilmiah Teknik Industri,http://journals.ums.ac.id/index.php/jiti/,SSLError,"HTTPSConnectionPool(host='journals.ums.ac.id', port=443): Max retries exceeded with url: /index.php/jiti/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Fish and Shellfish Immunology Reports,https://www.journals.elsevier.com/fish-and-shellfish-immunology-reports/,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/fish-and-shellfish-immunology-reports/
Ágora,https://online.unisc.br/seer/index.php/agora/index,ReadTimeout,"HTTPSConnectionPool(host='online.unisc.br', port=443): Read timed out. (read timeout=13)"
Scientia Iuris,http://www.uel.br/revistas/uel/index.php/iuris,ReadTimeout,"HTTPSConnectionPool(host='ojs.uel.br', port=443): Read timed out. (read timeout=13)"
Jurnal Sosial Ekonomi Kelautan dan Perikanan,http://ejournal-balitbang.kkp.go.id/index.php/sosek,SSLError,Gagal melakukan koneksi: http://ejournal-balitbang.kkp.go.id/index.php/sosek
Fitrah: Jurnal Kajian Ilmu-Ilmu Keislaman,http://jurnal.iain-padangsidimpuan.ac.id/index.php/F/,SSLError,"HTTPSConnectionPool(host='jurnal.iain-padangsidimpuan.ac.id', port=443): Max retries exceeded with url: /index.php/F/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)')))"
Jurnal Ternak Tropika,http://ternaktropika.ub.ac.id/index.php/tropika,SSLError,Gagal melakukan koneksi: http://ternaktropika.ub.ac.id/index.php/tropika
Perspektif Hukum,http://perspektif-hukum.hangtuah.ac.id/,SSLError,"HTTPSConnectionPool(host='perspektif-hukum.hangtuah.ac.id', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Wacana: Jurnal Sosial dan Humaniora,http://wacana.ub.ac.id/,SSLError,Gagal melakukan koneksi: http://wacana.ub.ac.id/
Bolivian Studies Journal,http://bsj.pitt.edu,ValueError,Body tidak ditemukan di: http://bsj.pitt.edu
Металлофизика и новейшие технологии,https://mfint.imp.kiev.ua,ValueError,Body tidak ditemukan di: https://mfint.imp.kiev.ua
Medicentro,http://medicentro.sld.cu/index.php/medicentro,ReadTimeout,"HTTPSConnectionPool(host='medicentro.sld.cu', port=443): Read timed out. (read timeout=13)"
Anales de la Facultad de Medicina,http://revistasinvestigacion.unmsm.edu.pe/index.php/anales,ReadTimeout,"HTTPConnectionPool(host='revistasinvestigacion.unmsm.edu.pe', port=80): Read timed out. (read timeout=13)"
Archeologia e Calcolatori,http://www.archcalc.cnr.it/index.php,TooManyRedirects,Exceeded 30 redirects.
Analele Banatului. Arheologie-Istorie,https://analelebanatului.ro/en/,SSLError,Gagal melakukan koneksi: https://analelebanatului.ro/en/
Brazilian Journal of Anesthesiology,https://www.journals.elsevier.com/brazilian-journal-of-anesthesiology,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/brazilian-journal-of-anesthesiology
Public Health in Practice,https://www.journals.elsevier.com/public-health-in-practice,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/public-health-in-practice
Plasmatology,https://journals.sagepub.com/home/bdx,SSLError,Gagal melakukan koneksi: https://journals.sagepub.com/home/bdx
Journal of Sea Research,https://www.journals.elsevier.com/journal-of-sea-research,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/journal-of-sea-research
Revista Nuevo Humanismo,http://www.revistas.una.ac.cr/index.php/nuevohumanismo,ConnectionError,"HTTPConnectionPool(host='www.revistas.una.ac.cr', port=80): Max retries exceeded with url: /index.php/nuevohumanismo (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x7756a26a3d40>: Failed to resolve 'www.revistas.una.ac.cr' ([Errno -3] Temporary failure in name resolution)""))"
Brain and Spine,https://www.journals.elsevier.com/brain-and-spine,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/brain-and-spine
Current Research in Neurobiology,https://www.journals.elsevier.com/current-research-in-neurobiology/,SSLError,Gagal melakukan koneksi: https://www.journals.elsevier.com/current-research-in-neurobiology/
Chinese Herbal Medicines,https://www.sciencedirect.com/journal/chinese-herbal-medicines,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/chinese-herbal-medicines
Jurnal Entomologi Indonesia,https://jurnal.pei-pusat.org/index.php/jei,ReadTimeout,"HTTPSConnectionPool(host='jurnal.pei-pusat.org', port=443): Read timed out. (read timeout=13)"
Elementary School,https://es.upy.ac.id/index.php/es,ReadTimeout,"HTTPSConnectionPool(host='es.upy.ac.id', port=443): Read timed out. (read timeout=13)"
Jurnal Manajemen Stratejik dan Simulasi Bisnis,http://jmassbi.fekon.unand.ac.id/index.php/mssb,ConnectionError,"HTTPConnectionPool(host='jmassbi.fekon.unand.ac.id', port=80): Max retries exceeded with url: /index.php/mssb (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x7756a06e2570>: Failed to resolve 'jmassbi.fekon.unand.ac.id' ([Errno -2] Name or service not known)""))"
